# ID        V        eV      rV_1     VR      eVR     VI      eVI     col2        col3       Plx       pmRA      pmDE     
  5220273   14.882   0.017   0.096    0.688   0.024   1.634   0.027   80.511414   8.566694   0.4558    -1.45     1.161    
  5220231   12.247   0.004   0.185    0.658   0.005   1.583   0.006   80.509627   8.565985   1.2252    3.996     -6.315   
  5220553   12.727   0.004   0.055    0.794   0.006   1.72    0.006   80.523072   8.578108   2.738     -3.746    23.185   
  5220688   15.555   0.025   -0.588   0.912   0.033   2.077   0.033   80.528701   8.56566    1.1313    -1.646    -5.463   
  5220744   17.157   0.102   -0.741   0.884   0.13    1.956   0.145   80.531011   8.584749   0.3804    0.352     -6.905   
  5220586   15.442   0.024   -0.843   0.969   0.033   2.114   0.031   80.524426   8.582885   0.0708    0.441     -0.549   
  5221605   15.495   0.027   0.099    -0.061  0.051   1.224   0.053   80.566875   8.571827   1.0507    -1.126    -2.187   
  5221770   16.563   0.061   0.195    0.476   0.096   1.237   0.117   80.57378    8.57271    0.4858    0.346     -0.042   
  5222153   16.548   0.069   -16.548  4.462   0.191   21.289  0.069   80.589717   8.565383   0.543     4.027     4.394    
  5222176   15.499   0.025   -15.499  -0.348  0.066   7.078   0.043   80.590694   8.768828   3.5564    -4.719    -7.728   
  5221725   17.418   0.12    -0.652   0.57    0.178   1.655   0.184   80.571914   8.109008   2.9562    8.71      -11.196  
  5222327   15.52    0.033   -2.037   0.756   0.045   1.781   0.053   80.596964   8.042186   -0.1918   0.374     1.849    
  5212534   15.733   0.03    -1.552   1.023   0.038   2.522   0.035   80.355624   8.610363   1.0364    0.23      -6.668   
  5212963   17.961   0.186   -2.21    1.443   0.205   2.898   0.202   80.373478   8.595293   0.446     -6.982    0.386    
  5212477   15.348   0.022   -1.751   1.086   0.027   2.653   0.026   80.353231   8.599198   1.0491    1.041     -8.069   
  5212072   16.8     0.094   -0.648   1.134   0.114   2.795   0.104   80.336347   8.502148   2.4103    6.201     -10.139  
  5214414   16.605   0.058   -0.272   0.715   0.075   2.127   0.075   80.433917   7.983948   0.1687    -0.53     -1.422   
  5213240   18.002   0.194   -1.299   0.986   0.243   2.589   0.223   80.385027   8.585534   -0.0935   -0.638    1.035    
  5214351   16.463   0.047   -0.722   0.832   0.065   2.117   0.062   80.431298   8.621595   0.5966    2.38      0.898    
  5214348   15.294   0.027   -0.622   0.827   0.034   2.078   0.035   80.43117    8.603667   0.6109    2.554     -2.641   
  5213804   15.137   0.02    -1.275   0.938   0.024   2.387   0.025   80.408536   8.594543   0.7595    -1.203    -2.498   
  5215640   17.706   0.152   -1.589   0.882   0.199   2.727   0.169   80.485025   8.612454   0.8672    2.562     -0.379   
  5215941   17.424   0.153   -1.54    1.045   0.173   2.494   0.172   80.497555   8.17831    0.4209    1.414     -1.624   
  5214874   15.973   0.033   -1.056   0.895   0.044   2.299   0.04    80.453103   8.618679   0.849     0.989     -10.016  
  5214850   15.924   0.033   -0.745   0.818   0.043   2.081   0.043   80.452095   8.587923   0.8836    5.481     -1.557   
  5214728   15.463   0.021   -0.204   0.661   0.03    1.79    0.032   80.447029   8.597662   0.1132    2.448     -0.933   
  5214878   14.999   0.024   0.039    3.182   0.025   1.564   0.034   80.453269   8.611938   1.4651    -8.124    -13.084  
  5215040   16.84    0.069   -0.88    0.817   0.087   2.165   0.088   80.460029   8.590877   0.5628    -0.604    0.042    
  5214888   17.713   0.161   -1.071   0.795   0.217   1.901   0.232   80.453701   8.620132   0.4497    0.517     -0.833   
  5215943   16.278   0.044   -1.316   0.666   0.066   1.948   0.064   80.497659   7.941016   0.5172    -1.438    -7.198   
  5215921   17.994   0.181   -1.462   0.943   0.225   2.518   0.212   80.496717   8.622971   3.3626    3.858     4.856    
  5214986   14.856   0.016   -1.316   1.038   0.021   2.516   0.019   80.457777   8.586872   2.1598    -1.619    -10.257  
  5214864   12.32    0.005   -0.223   0.635   0.008   1.822   0.006   80.452685   8.613046   1.5753    -7.756    -12.809  
  5215602   14.012   0.009   0.024    0.57    0.013   1.687   0.013   80.483437   8.618274   0.5102    -1.653    -0.516   
  5214506   17.417   0.118   -1.058   0.831   0.15    2.112   0.146   80.437758   8.604009   0.2532    2.657     -0.905   
  5215193   13.248   0.008   -0.163   0.609   0.012   1.769   0.011   80.466381   8.59297    0.6294    2.594     0.309    
  5215185   14.56    0.016   -0.347   0.717   0.022   1.889   0.022   80.466057   8.594684   0.478     2.298     -7.559   
  5214792   16.761   0.066   -0.654   0.712   0.091   2.1     0.084   80.449667   8.614959   0.8844    0.227     -2.166   
  5221342   15.632   0.039   1.047    0.712   0.05    1.926   0.05    80.555958   8.109892   1.1873    0.403     -3.334   
  5220881   17.327   0.116   -0.359   0.767   0.151   1.967   0.164   80.536709   8.596876   0.1633    0.294     2.262    
  5220972   16.394   0.049   -0.442   0.699   0.069   2.044   0.065   80.540519   8.594374   0.3016    2.603     -0.715   
  5220416   17.263   0.105   -1.356   1.089   0.138   2.514   0.123   80.517336   8.589927   1.311     -0.174    -4.412   
  5220339   13.538   0.009   -0.838   0.828   0.013   2.129   0.011   80.514145   8.607488   0.3895    0.248     -4.302   
  5220324   15.963   0.039   -0.906   0.789   0.052   2.19    0.049   80.51351    8.614499   0.6693    2.766     4.712    
  5221253   18.627   0.362   -2.488   1.263   0.411   3.426   0.375   80.552238   8.144709   0.4097    1.166     2.057    
  5220062   17.747   0.151   -1.966   0.731   0.204   2.476   0.184   80.502612   8.030677   0.685     0.526     -4.35    
  5222857   16.375   0.123   0.555    0.893   0.16    1.715   0.147   80.619044   7.860765   -0.0481   1.983     3.071    
  5221880   16.059   0.04    -0.103   0.718   0.059   1.778   0.057   80.578374   8.611205   0.288     1.982     -2.615   
  5222466   14.894   0.019   -0.522   0.781   0.027   2.048   0.025   80.602779   8.606755   1.1788    -0.695    -10.402  
  5222715   14.63    0.017   -0.337   0.714   0.023   1.887   0.023   80.613152   8.615097   0.501     -0.133    -1.646   
  5221642   14.928   0.017   0.003    0.545   0.025   1.663   0.025   80.568458   8.597991   0.0227    0.466     -0.091   
  5222891   13.139   0.008   3.581    0.683   0.013   1.872   0.011   80.620482   8.019799   0.6209    1.669     -1.427   
  5222968   14.056   0.015   -0.169   0.682   0.021   1.797   0.02    80.623704   8.619049   0.4417    0.412     -2.605   
  5222447   14.045   0.012   -0.882   0.894   0.016   2.176   0.015   80.601993   8.602308   0.301     0.644     -0.699   
  5222400   13.231   0.008   -0.119   0.646   0.011   1.784   0.01    80.600029   8.617241   1.0791    0.527     1.058    
  5221782   17.406   0.121   -1.802   1.325   0.14    2.827   0.133   80.574262   8.614357   1.4385    3.12      2.538    
  5222105   15.666   0.033   -0.412   0.797   0.042   2.061   0.042   80.587712   8.618947   0.4219    1.957     -2.193   
  5222552   16.321   0.06    -0.476   0.651   0.085   1.902   0.087   80.606367   8.607308   0.3348    -1.038    -0.711   
  5222539   16.556   0.286   -0.511   0.823   0.388   2.062   0.351   80.605805   8.587777   0.1934    2.141     -0.586   
  5221928   17.225   0.111   -1.168   0.663   0.152   2.163   0.141   80.580335   8.616219   ""        ""        ""       
  5212741   17.876   0.186   -2.223   0.768   0.236   2.241   0.214   80.364223   7.693552   0.8677    -1.623    -3.889   
  5212908   17.462   0.113   -1.198   0.803   0.143   2.259   0.145   80.371203   8.678042   0.3855    0.249     -0.772   
  5212823   16.275   0.043   -1.828   1.178   0.05    2.728   0.048   80.367659   8.683088   0.286     1.537     0.185    
  5212803   16.581   0.055   -1.473   1.012   0.07    2.543   0.063   80.366806   8.642466   0.2319    1.371     -0.566   
  5212747   15.559   0.025   -1.635   1.041   0.031   2.615   0.029   80.36446    8.686524   0.649     1.313     -3.68    
  5212733   18.206   0.24    -1.494   0.707   0.323   2.792   0.264   80.363896   8.652401   -0.0998   0.494     0.42     
  5212709   16.452   0.052   -1.676   1.095   0.064   2.644   0.059   80.362879   8.671159   0.8354    4.92      -11.164  
  5212693   16.647   0.058   -1.167   0.949   0.073   2.295   0.075   80.362226   8.665739   0.1435    2.781     0.37     
  5212910   18.23    0.239   -1.427   0.88    0.293   2.443   0.272   80.371286   8.684684   0.956     1.415     -2.884   
  5211845   17.772   0.184   -1.876   0.929   0.216   2.91    0.197   80.326884   8.643189   3.5997    22.139    -40.531  
  5211730   17.488   0.14    -0.875   1.16    0.163   2.597   0.161   80.322105   8.035171   0.62      3.556     -8.432   
  5211803   14.908   0.017   -1.321   0.968   0.022   2.452   0.02    80.325146   8.661153   1.5766    -0.965    -16.025  
  5211895   18.417   0.305   -1.63    1.48    0.326   2.821   0.331   80.328983   8.641364   -0.256    -0.049    -0.875   
  5212962   18.586   0.344   -2.347   1.012   0.401   2.855   0.372   80.373436   8.672323   1.8266    6.504     -9.12    
  5212038   17.082   0.089   -2.078   1.184   0.1     2.891   0.095   80.33493    8.678178   1.6871    -3.479    -2.867   
  5212186   15.722   0.03    -1.805   1.149   0.037   2.821   0.034   80.341115   8.632705   1.2649    -0.364    -3.206   
  5211726   15.749   0.029   -1.183   0.914   0.037   2.609   0.035   80.32194    8.66477    3.4819    3.609     9.195    
  5213328   15.128   0.019   -1.817   1.184   0.023   3.048   0.021   80.388684   8.634157   5.4029    23.427    -16.574  
  5213943   12.765   0.006   -1.435   1.004   0.008   2.457   0.007   80.414316   8.654821   0.5901    2.402     -3.116   
  5214031   16.464   0.048   -0.523   0.945   0.063   2.455   0.058   80.417959   7.692997   ""        ""        ""       
  5214423   16.877   0.071   -0.829   0.792   0.095   2.224   0.09    80.434323   8.677961   0.1955    0.742     -0.614   
  5213838   17.714   0.141   -0.939   0.809   0.186   2.398   0.171   80.409924   8.656627   -0.2408   -0.75     -4.857   
  5214463   16.841   0.079   -0.759   0.922   0.106   2.289   0.099   80.435996   8.66395    0.1616    1.999     0.449    
  5214494   18.728   0.399   -2.065   1.34    0.457   2.852   0.429   80.437272   8.661948   1.6356    -14.305   -12.293  
  5213857   17.818   0.169   -2.329   0.959   0.206   2.046   0.231   80.41071    8.058372   1.0653    24.665    -8.129   
  5214097   16.236   0.044   -0.918   0.869   0.056   2.269   0.052   80.420709   8.644408   0.8832    0.679     -3.754   
  5213563   18.177   0.249   -1.573   0.518   0.33    2.456   0.284   80.398466   8.673261   1.3926    2.445     -1.621   
  5213368   14.941   0.017   -0.918   0.84    0.023   2.244   0.021   80.390342   8.67646    0.8356    1.366     -10.133  
  5213559   18.204   0.253   -1.914   1.263   0.281   3.021   0.268   80.398292   8.671317   1.0017    2.504     -3.075   
  5213291   12.905   0.006   -1.538   1.036   0.008   2.551   0.007   80.387138   8.682198   0.3654    0.331     -1.922   
  5213225   16.609   0.056   -1.301   0.971   0.072   2.474   0.066   80.384389   8.66877    0.7407    0.242     3.882    
  5213401   17.622   0.151   -1.951   1.401   0.182   2.896   0.165   80.391713   8.676296   2.3677    4.119     -4.589   
  5213479   17.375   0.108   -0.864   0.719   0.144   2.065   0.142   80.394996   8.658727   0.3412    1.773     -0.53    
  5213511   18.291   0.242   -1.516   0.867   0.326   2.566   0.281   80.39632    8.669997   -0.8233   1.513     -2.742   
  5214818   14.542   0.012   -0.406   0.674   0.018   1.923   0.016   80.450778   8.6635     0.5187    2.52      1.132    
  5214942   16.161   0.04    -1.528   1.125   0.047   2.624   0.046   80.455922   8.684927   1.3259    4.993     -21.102  
  5214885   17.313   0.11    -1.341   1.028   0.126   2.495   0.125   80.453569   8.65256    1.2286    -3.955    1.551    
  5214813   16.918   0.07    -0.694   0.815   0.096   2.041   0.092   80.450542   8.669236   0.5519    -0.383    -2.367   
  5214972   12.181   0.005   0.098    0.573   0.007   1.653   0.006   80.45718    8.633783   0.7782    5.403     -4.629   
  5214507   13.73    0.009   -1.289   0.958   0.012   2.38    0.011   80.437797   8.664198   0.3717    3.771     -0.449   
  5214611   18.633   0.354   -1.843   1.269   0.401   2.646   0.384   80.442148   8.684953   -0.7352   5.238     -0.15    
  5215014   15.429   0.023   -0.421   0.723   0.031   1.935   0.031   80.458941   8.674733   0.0871    2.6       -1.767   
  5215680   16.593   0.059   -0.621   0.679   0.083   2.088   0.077   80.486693   8.655782   1.1626    2.644     -1.685   
  5215467   15.816   0.033   -1.271   0.621   0.045   1.863   0.049   80.477811   7.725068   0.2216    2.548     1.689    
  5215683   16.995   0.079   -0.81    1.214   0.093   3.263   0.083   80.486817   8.268707   0.3135    -0.126    -1.036   
  5215310   15.822   0.03    -0.347   0.624   0.045   1.892   0.045   80.47129    8.652565   0.5189    1.096     -3.225   
  5215681   18.328   0.246   -2.023   1.464   0.272   2.749   0.274   80.486726   8.668318   1.2771    -5.715    1.97     
  5215632   14.288   0.012   -0.953   0.888   0.016   2.239   0.014   80.4847     8.674599   2.1266    16.079    -14.888  
  5215347   17.444   0.111   -1.659   1.052   0.146   2.626   0.131   80.472803   8.673015   0.8672    3.352     -0.775   
  5215902   16.452   0.048   0.255    0.665   0.068   2.127   0.066   80.49593    8.096738   1.1511    10.744    -14.587  
  5215201   16.846   0.105   -1.447   1.068   0.123   2.65    0.113   80.466723   8.643536   3.0563    -0.71     -8.49    
  5215995   18.204   0.271   -1.078   1.086   0.311   2.475   0.31    80.499803   8.681919   -0.1486   4.583     1.146    
  5215949   16.113   0.037   0.293    0.77    0.052   1.948   0.052   80.497902   7.864652   1.4641    7.093     -6.575   
  5215217   12.369   0.005   -0.8     0.816   0.007   2.108   0.006   80.467412   8.641511   0.3112    -1.21     -1.362   
  5220276   16.863   0.084   -2.215   1.236   0.093   3.264   0.088   80.511504   8.632935   5.2576    -3.422    -2.058   
  5220322   16.611   0.064   -1.272   0.904   0.082   2.341   0.078   80.513451   8.656094   1.0103    8.815     -12.961  
  5221233   17.84    0.181   -2.119   1.394   0.203   3.187   0.191   80.55138    8.630495   0.9192    2.338     -12.977  
  5220293   16.915   0.074   -5.543   0.681   0.099   2.099   0.105   80.512243   7.868075   1.9711    6.712     -3.627   
  5220165   16.335   0.053   -0.781   0.785   0.068   2.048   0.067   80.506904   8.652149   0.6079    3.46      -5.745   
  5221458   14.973   0.017   -0.402   0.695   0.025   1.923   0.025   80.56079    8.657319   0.6196    1.504     3.118    
  5220479   14.778   0.018   -1.569   0.725   0.025   1.864   0.025   80.519982   7.672314   0.8305    5.866     -3.674   
  5221134   16.346   0.054   -0.464   0.701   0.069   1.994   0.07    80.547291   8.681004   0.1105    0.878     0.661    
  5220697   15.317   0.022   -0.752   0.855   0.03    2.143   0.028   80.529051   8.66353    1.0959    5.807     -3.608   
  5220779   13.369   0.008   -0.406   0.688   0.012   1.911   0.01    80.532461   8.633766   0.7525    1.456     -2.28    
  5220775   16.224   0.043   -0.372   0.662   0.064   1.934   0.058   80.532318   8.64616    -0.0036   -0.252    -1.025   
  5220562   14.816   0.017   -1.11    0.853   0.022   2.269   0.021   80.523423   8.655169   0.066     0.36      -0.675   
  5220906   18.09    0.215   -1.468   1.031   0.271   2.536   0.25    80.537757   8.629646   0.4832    0.454     0.517    
  5220540   18.024   0.215   -1.818   1.181   0.249   2.637   0.239   80.522541   8.670777   1.1405    -6.493    3.693    
  5220481   13.036   0.008   -0.168   0.621   0.011   1.789   0.01    80.520066   8.683544   0.577     0.168     -0.45    
  5220839   16.415   0.054   -0.416   0.748   0.07    1.943   0.072   80.53497    8.645743   -0.1049   0.893     -0.934   
  5220047   18.073   0.224   -1.071   1.297   0.255   2.617   0.251   80.501959   7.678719   -0.0547   5.549     -0.4     
  5221067   16.43    0.061   -0.401   0.779   0.076   2.081   0.076   80.544479   8.656643   0.2908    3.225     -0.172   
  5221618   16.628   0.054   -0.561   0.756   0.079   2.001   0.082   80.567423   8.630519   0.409     0.146     -0.13    
  5222463   18.876   0.453   -2.174   1.261   0.497   3.04    0.486   80.602659   8.651863   1.2851    -4.119    2.222    
  5222616   17.465   0.127   -1.052   0.669   0.168   2.036   0.167   80.609018   8.685683   ""        ""        ""       
  5222429   15.416   0.025   -0.312   0.712   0.034   1.905   0.034   80.60122    8.639947   0.3098    0.819     0.135    
  5222652   15.655   0.029   -1.817   0.936   0.036   2.257   0.037   80.610518   8.221652   1.1282    -2.236    -0.556   
  5222676   12.5     0.006   0.094    0.618   0.008   1.675   0.008   80.611513   8.668113   2.7719    -1.054    -7.467   
  5222197   18.558   0.319   -2.031   1.381   0.369   3.003   0.351   80.591558   8.626511   0.9727    -6.47     1.612    
  5222931   17.621   0.15    -0.836   0.791   0.194   2.492   0.174   80.622151   8.683346   0.3335    2.517     -0.649   
  5222229   16.802   0.069   -1.121   0.802   0.095   2.4     0.082   80.592892   8.643442   0.6691    2.376     -3.621   
  5221862   18.47    0.312   -1.316   1.077   0.371   2.119   0.394   80.577605   8.550676   1.5084    5.995     -5.559   
  5222192   12.344   0.005   -0.23    0.661   0.007   1.819   0.006   80.591341   8.672519   ""        ""        ""       
  5221592   14.639   0.014   2.261    2.674   0.015   4.976   0.014   80.566335   8.057572   0.7658    3.028     -3.015   
  5221719   14.521   0.014   -0.994   0.883   0.018   2.242   0.017   80.571646   8.668141   2.3455    1.151     6.547    
  5222174   15.937   0.037   -0.678   0.781   0.048   2.096   0.048   80.590616   8.666594   0.706     1.248     -5.6     
  5221849   15.377   0.025   -0.301   0.658   0.036   1.804   0.034   80.577047   8.627861   0.5597    3.784     4.628    
  5221877   17.931   0.192   -0.899   0.968   0.247   2.344   0.239   80.578213   8.686262   -0.0723   0.267     -0.685   
  5221956   14.788   0.016   -0.984   0.964   0.021   2.451   0.019   80.581533   8.638294   2.8173    5.382     -9.447   
  5223022   16.963   0.095   -1.749   0.773   0.133   2.704   0.104   80.625939   8.640346   1.3021    13.853    -6.816   
  5212564   15.622   0.024   -1.801   1.066   0.032   2.741   0.028   80.356847   8.720999   0.8373    3.995     -1.315   
  5211732   16.337   0.043   0.576    0.977   0.055   2.497   0.052   80.322195   7.806015   0.3722    -1.859    1.435    
  5212053   17.171   0.081   -0.835   0.703   0.117   2.019   0.123   80.335565   8.712772   -0.1026   0.466     0.507    
  5212153   18.432   0.306   -2.013   1.379   0.336   2.953   0.327   80.339725   8.743899   -0.3578   1.688     -1.794   
  5211608   13.808   0.01    -0.484   0.859   0.013   2.124   0.012   80.317029   8.727365   2.8568    -7.096    -17.643  
  5211625   16.943   0.084   -0.549   0.744   0.106   2.055   0.109   80.317733   8.711443   0.3894    -0.183    0.058    
  5211662   10.375   0.004   0.306    0.482   0.006   1.521   0.004   80.319263   8.73319    0.5935    -0.632    -2.825   
  5212015   18.442   0.306   -2.469   1.209   0.357   3.244   0.317   80.333996   8.739255   -0.0431   0.055     -2.186   
  5211686   17.917   0.16    -1.195   0.847   0.218   2.625   0.187   80.320285   8.708001   0.2758    7.328     -1.775   
  5211783   17.313   0.099   -1.137   0.761   0.134   2.188   0.127   80.324292   8.708187   0.4405    3.243     -6.013   
  5214404   16.859   0.079   -1.22    0.704   0.104   1.947   0.097   80.433505   7.722662   0.1759    -2.205    -4.997   
  5214498   17.997   0.193   -1.136   0.814   0.236   2.261   0.232   80.437455   8.692061   0.1297    3.099     -6.801   
  5214243   16.99    0.078   -2.248   1.255   0.093   3.107   0.083   80.4268     8.687786   2.2032    42.619    19.428   
  5213481   18.588   0.321   -2.11    0.944   0.389   2.996   0.341   80.395074   8.694844   0.2532    -3.473    -2.086   
  5213167   9.199    0.004   5.491    0.559   0.006   1.529   0.004   80.381972   8.03627    0.7935    -2.219    -2.509   
  5214312   17.093   0.087   -1.16    1.074   0.105   2.387   0.103   80.429694   8.726125   0.3602    2.032     -3.019   
  5214197   17.815   0.17    -1.312   0.622   0.234   2.65    0.187   80.42489    8.742919   0.3208    2.502     -0.292   
  5214155   15.223   0.018   -0.926   0.821   0.025   2.214   0.023   80.423144   8.746342   0.8778    1.01      -3.794   
  5213937   18.686   0.413   -5.308   2.197   0.424   4.047   0.418   80.414066   8.239663   ""        ""        ""       
  5214026   14.749   0.015   -0.998   0.876   0.019   2.259   0.019   80.417758   8.734916   0.9813    -8.767    -2.296   
  5213667   17.791   0.147   -1.961   1.383   0.167   2.998   0.158   80.402814   8.72122    0.9815    0.887     -2.002   
  5214049   16.471   0.046   -0.683   0.939   0.059   2.336   0.054   80.418738   7.915372   0.9694    4.133     -0.26    
  5213679   17.992   0.172   -1.681   1.083   0.202   2.466   0.211   80.403292   8.70427    0.6401    -0.533    1.492    
  5213923   16.513   0.05    -0.744   0.624   0.078   2.028   0.073   80.413478   8.705216   0.1232    3.388     1.231    
  5213555   18.13    0.212   -2.727   1.434   0.235   3.046   0.228   80.39814    8.256339   1.2568    8.146     -5.322   
  5213494   17.566   0.131   -0.903   1.202   0.15    2.761   0.146   80.39561    8.216675   0.6268    1.854     0.592    
  5214072   17.22    0.089   -1.033   0.927   0.111   2.162   0.121   80.419688   8.710016   ""        ""        ""       
  5213077   15.865   0.032   -1.64    1.112   0.038   2.59    0.036   80.378233   8.722968   0.474     2.181     -0.513   
  5215544   16.109   0.039   -0.721   0.747   0.055   2.003   0.053   80.48102    8.699535   0.6111    0.238     2.416    
  5215660   16.383   0.049   0.331    0.705   0.071   2.036   0.071   80.485868   7.755083   -1.7918   -2.675    -1.031   
  5215070   17.526   0.12    -2.601   1.049   0.151   2.826   0.134   80.461278   7.811203   3.7558    18.554    13.824   
  5215005   17.453   0.117   -1.068   1.102   0.137   2.44    0.137   80.45856    8.689466   0.2165    -0.403    -3.896   
  5214869   17.946   0.195   -1.691   1.234   0.217   2.77    0.214   80.452889   8.689785   1.0099    2.326     -11.871  
  5215786   15.438   0.024   -1.111   0.957   0.031   2.369   0.029   80.491091   8.696413   1.5672    -6.61     -6.445   
  5215287   17.189   0.09    -2.008   1.309   0.102   2.971   0.098   80.470304   8.732284   1.5048    0.882     -10.327  
  5215174   16.204   0.041   -0.685   0.714   0.055   1.967   0.055   80.465622   8.732597   0.3826    2.237     0.798    
  5215260   17.006   0.079   -1.656   1.06    0.096   2.45    0.093   80.4692     8.700417   1.0061    6.995     -1.492   
  5215200   17.554   0.127   -2.636   1.351   0.145   3.396   0.133   80.466676   8.731159   2.3346    4.963     -1.144   
  5215463   15.388   0.024   -0.635   0.753   0.033   2.049   0.031   80.477659   8.721668   0.8961    4.169     -3.653   
  5214853   17.086   0.079   -0.444   0.683   0.11    2.008   0.105   80.452219   8.690636   1.1326    -1.276    -0.423   
  5214842   15.772   0.028   0.065    0.808   0.038   2.018   0.038   80.451782   8.167542   0.2333    2.727     0.029    
  5214564   18.234   0.271   -1.531   0.411   0.357   2.625   0.291   80.440202   8.727795   0.9182    2.072     -4.233   
  5215654   15.095   0.019   -0.659   0.774   0.026   2.083   0.025   80.485599   8.720407   0.5182    3.229     -0.468   
  5214767   18.336   0.282   -1.888   0.783   0.365   2.968   0.301   80.448639   8.711787   0.4569    8.947     -0.949   
  5214535   17.269   0.099   -1.13    1.046   0.119   2.245   0.125   80.438983   8.705217   0.5312    2.016     -1.777   
  5215959   16.824   0.075   -1.349   0.98    0.092   2.355   0.089   80.498315   8.709244   0.0952    2.27      0.744    
  5215801   13.459   0.007   -0.871   0.847   0.01    2.186   0.009   80.491741   8.738041   0.203     1.443     0.042    
  5215924   18.351   0.255   -3.541   1.565   0.288   3.988   0.258   80.496853   8.747316   3.1458    1.133     -3.983   
  5215668   17.47    0.123   -1.072   0.52    0.184   2.138   0.162   80.486175   8.716346   1.0895    -4.947    -3.262   
  5215791   13.093   0.007   -1.017   0.913   0.009   2.256   0.009   80.491315   8.715863   0.2097    1.409     -2.121   
  5215675   16.239   0.048   -0.252   0.701   0.061   1.881   0.062   80.486459   8.749235   0.3023    1.579     -0.593   
  5220492   17.042   0.084   -0.943   0.768   0.111   2.002   0.117   80.520521   8.698599   0.9508    -1.926    3.093    
  5220170   17.548   0.144   -1.762   1.017   0.175   2.28    0.177   80.507099   8.175308   0.4414    0.225     -6.921   
  5221478   15.644   0.034   -0.32    0.718   0.045   1.826   0.047   80.561621   8.716444   0.55      1.886     3.171    
  5220220   15.527   0.026   0.704    1.014   0.032   2.465   0.03    80.509176   8.138072   0.4106    2.009     -1.61    
  5220463   16.339   0.058   -0.354   0.74    0.075   1.939   0.074   80.519327   8.706069   0.2958    3.183     -1.708   
  5220543   16.627   0.07    -0.31    0.552   0.095   1.772   0.102   80.522646   8.718638   0.4429    0.027     -0.496   
  5220512   17.408   0.119   -2.126   1.364   0.134   3.243   0.125   80.52134    8.724413   1.9006    0.931     -27.644  
  5221047   18.441   0.336   -1.861   1.373   0.375   2.814   0.36    80.543648   8.721848   0.5112    2.894     -7.75    
  5220284   16.35    0.042   -0.426   0.786   0.062   2.043   0.06    80.511863   8.746208   0.0398    3.976     -3.67    
  5220594   17.123   0.101   -0.988   0.704   0.135   2.113   0.126   80.524782   8.705158   -0.2458   0.155     1.441    
  5220279   17.772   0.159   -1.397   0.697   0.223   2.488   0.185   80.511636   8.731302   0.3595    -1.963    0.161    
  5220199   17.025   0.088   -0.709   0.79    0.112   2.317   0.102   80.508316   8.745013   0.0779    4.432     -2.892   
  5220584   12.135   0.004   0.035    0.565   0.006   1.696   0.006   80.524361   8.741219   0.9181    -2.973    -0.913   
  5220959   16.893   0.083   -0.386   0.843   0.104   1.857   0.118   80.539997   8.722368   0.2016    0.695     -2.099   
  5221156   18.406   0.273   -2.066   1.291   0.315   3.117   0.295   80.54818    8.712493   1.8486    -2.174    -6.973   
  5220808   17.171   0.096   -0.781   0.59    0.136   2.127   0.119   80.533688   8.71681    0.3291    3.475     -1.248   
  5220810   17.276   0.108   -1.406   0.537   0.157   2.204   0.131   80.533751   8.082746   0.3415    0.259     1.873    
  5220957   16.828   0.068   -0.101   0.544   0.105   1.672   0.112   80.539906   8.709429   0.0125    1.441     -1.482   
  5220902   16.155   0.041   -1.063   0.952   0.054   2.347   0.049   80.537591   8.714643   0.926     2.991     -3.454   
  5220921   17.557   0.124   -2.704   1.245   0.145   3.576   0.127   80.53841    8.729837   4.1361    1.481     -9.569   
  5220639   17.709   0.158   -1.219   1.002   0.189   2.622   0.175   80.526632   8.739483   0.8661    -0.075    -0.991   
  5220757   16.089   0.041   -0.328   0.744   0.053   1.999   0.053   80.531561   8.725521   0.5954    4.496     -3.823   
  5221867   15.234   0.02    -0.939   0.902   0.026   2.29    0.025   80.577801   8.745631   1.0888    -2.15     -4.484   
  5222829   15.964   0.038   -0.289   0.558   0.054   1.871   0.05    80.617887   8.701829   0.2546    1.997     -3.015   
  5222694   15.392   0.024   -0.675   0.812   0.032   2.101   0.031   80.612289   8.705102   0.4688    5.404     -2.061   
  5222684   17.144   0.097   -1.78    0.983   0.12    2.279   0.121   80.611864   7.736094   0.716     1.912     -3.062   
  5222555   15.289   0.023   -0.348   0.715   0.031   1.902   0.031   80.606461   8.710275   0.4822    -1.778    -3.378   
  5222865   15.28    0.024   -0.804   0.881   0.03    2.152   0.029   80.619414   8.722057   0.1038    -0.847    -2.019   
  5221864   10.735   0.003   0.481    0.479   0.005   1.465   0.004   80.577684   8.730208   4.1374    12.678    -1.174   
  5222343   17.598   0.151   -0.95    0.997   0.184   2.016   0.204   80.597642   8.724589   ""        ""        ""       
  5222005   15.637   0.03    -2.183   1.234   0.036   3.269   0.032   80.583544   8.705678   4.7665    -9.157    -2.27    
  5222167   15.71    0.031   -0.235   0.668   0.042   1.934   0.041   80.590297   8.70265    0.1158    0.992     -0.159   
  5222300   13.724   0.01    -0.363   0.698   0.014   1.918   0.013   80.595841   8.714289   1.0866    -0.991    -13.374  
  5222299   16.019   0.043   -0.852   0.869   0.055   2.264   0.051   80.595819   8.719514   0.8204    -0.359    0.685    
  5221501   14.376   0.013   -0.802   0.855   0.018   2.182   0.016   80.562571   8.715733   1.2002    5.892     -5.603   
  5222520   16.767   0.09    -0.738   0.729   0.118   2.045   0.118   80.605016   8.69308    0.8208    0.922     -1.524   
